"PS Model","Med","Mediator/Outcome Model","PNIE_0.05_20","PNIE_0.05_40","PNIE_0.05_100","PNIE_0.2_20","PNIE_0.2_40","PNIE_0.2_100","PNIE_0.5_20","PNIE_0.5_40","PNIE_0.5_100"
"FE","FE","FE",0.104424629208629,0.0824348855607019,0.057867228776003,0.106164443095877,0.0824112043004552,0.0599580470291361,0.101030723007423,0.0806532234220903,0.0617637617588118
"RE-Mean","FE","FE",0.0993722464768096,0.0778396264062247,0.0542533738220226,0.101690770149089,0.0784107542596267,0.0561572223590986,0.0977420529038659,0.0781061662376278,0.0590357739416886
"RE","FE","FE",0.0992415583859907,0.0777690363905278,0.0542556610898764,0.101731417204897,0.0782983191305205,0.0561688087457777,0.0976971409530693,0.0780304027700699,0.0590378495005902
"SL","FE","FE",0.0844402900452447,0.0628114060816029,0.0391705462316409,0.085106928305833,0.0613179039291933,0.0372977677119197,0.0775438660827631,0.0567602843333727,0.0347692639532949
"FE","RE","RE",0.111496112771125,0.0846188632927765,0.0581031269221787,0.113170154595075,0.0846897469912216,0.0602748597956429,0.106134752688025,0.0828342385932638,0.0620567006831397
"RE-Mean","RE","RE",0.109091201992627,0.0806764991797827,0.0545737196464004,0.110532073887053,0.0811440665053235,0.0565291340354347,0.103661125960922,0.0804618453518072,0.0593569345437222
"RE","RE","RE",0.108974876264539,0.0806259774597491,0.0545831073041097,0.110610095396216,0.0810476350257597,0.0565441321970819,0.103634502349266,0.0803808361485284,0.0593608490273329
"SL","RE","RE",0.110483121231143,0.0729338662083112,0.0419262672820602,0.105800040616438,0.0688363405372224,0.0394934906203087,0.0895587677807926,0.0609198789323439,0.0360674724088553
"FE","RE-Mean","RE-Mean",0.10580002711428,0.0831989305370296,0.0579573639825025,0.107018709504454,0.0828087999305062,0.0600032394749778,0.101208074378354,0.0808630643742535,0.0618031936682421
"RE-Mean","RE-Mean","RE-Mean",0.100899662406984,0.0786672612688999,0.0543449328938231,0.102558230406867,0.0788037561060264,0.0561998248986388,0.0978799216817423,0.0783029176722549,0.0590745067767398
"RE","RE-Mean","RE-Mean",0.100746308443987,0.0785961131395832,0.0543496483094199,0.102599761463414,0.0786898971959401,0.0562116993825697,0.0978387379092643,0.0782248616423321,0.0590766086345027
"SL","RE-Mean","RE-Mean",0.0855834548957529,0.0636012661782316,0.0394086545898493,0.0854488517075934,0.0614776878168789,0.0373464220481343,0.0775339018612242,0.0567607462260849,0.0347803318814452
"FE","SL","SL",1.2274463912162,1.04750556782401,0.891065643493397,1.33868728870322,1.14733403103378,0.959054508585379,1.60991261558025,1.41410234642391,1.1936824084489
"RE-Mean","SL","SL",1.5517181082464,1.3034315202629,1.06670696362059,1.60672214102318,1.36496453872782,1.1198447749497,1.7887144292517,1.55932968863236,1.31025620917829
"RE","SL","SL",1.55339405720385,1.30467273959986,1.06725659305425,1.60853164428235,1.36620388814285,1.12041876989313,1.79066713334853,1.55993780622728,1.31060030925743
"SL","SL","SL",3.19543228675244,3.18431201293414,3.18551182485562,3.19499787819943,3.17703807575049,3.17969730746057,3.19882712104389,3.17765349433959,3.17986505793781
