"PS Model","Med","Mediator/Outcome Model","TNDE_0.05_20","TNDE_0.05_40","TNDE_0.05_100","TNDE_0.2_20","TNDE_0.2_40","TNDE_0.2_100","TNDE_0.5_20","TNDE_0.5_40","TNDE_0.5_100"
"SL","SL","FE",0.0635189877186827,0.0450666274118661,0.0284602917486466,0.0627617926356145,0.0434942177569833,0.0265921950650327,0.0563874272362126,0.0389747521439725,0.0249094873918385
"FE","FE","RE",0.0777627131583714,0.0597942991545658,0.0424626384342285,0.0775103090100543,0.0598083894477675,0.0427665577928287,0.0736967460246373,0.0586342033378266,0.0442574171280496
"FE","RE-Mean","RE",0.0777627131583714,0.0597942991545658,0.0424626384342285,0.0775103090100543,0.0598083894477675,0.0427665577928287,0.0736967460246373,0.0586342033378266,0.0442574171280496
"FE","RE","RE",0.0777627131583714,0.0597942991545658,0.0424626384342285,0.0775103090100543,0.0598083894477675,0.0427665577928287,0.0736967460246373,0.0586342033378266,0.0442574171280496
"FE","SL","RE",0.0777627131583714,0.0597942991545658,0.0424626384342285,0.0775103090100543,0.0598083894477675,0.0427665577928287,0.0736967460246373,0.0586342033378266,0.0442574171280496
"RE-Mean","FE","RE",0.0740392073594775,0.0565357657039328,0.0398095927507518,0.074361340148704,0.0568670414385098,0.0402337873167682,0.071186965416178,0.0564907128974167,0.0423494985379351
"RE-Mean","RE-Mean","RE",0.0740392073594775,0.0565357657039328,0.0398095927507518,0.074361340148704,0.0568670414385098,0.0402337873167682,0.071186965416178,0.0564907128974167,0.0423494985379351
"RE-Mean","RE","RE",0.0740392073594775,0.0565357657039328,0.0398095927507518,0.074361340148704,0.0568670414385098,0.0402337873167682,0.071186965416178,0.0564907128974167,0.0423494985379351
"RE-Mean","SL","RE",0.0740392073594775,0.0565357657039328,0.0398095927507518,0.074361340148704,0.0568670414385098,0.0402337873167682,0.071186965416178,0.0564907128974167,0.0423494985379351
"RE","FE","RE",0.0740197439312759,0.0565271535552369,0.0397960557130607,0.074362354908224,0.05689881830433,0.0402176643224316,0.0711833809451362,0.0564897023789982,0.0423185617988367
"RE","RE-Mean","RE",0.0740197439312759,0.0565271535552369,0.0397960557130607,0.074362354908224,0.05689881830433,0.0402176643224316,0.0711833809451362,0.0564897023789982,0.0423185617988367
"RE","RE","RE",0.0740197439312759,0.0565271535552369,0.0397960557130607,0.074362354908224,0.05689881830433,0.0402176643224316,0.0711833809451362,0.0564897023789982,0.0423185617988367
"RE","SL","RE",0.0740197439312759,0.0565271535552369,0.0397960557130607,0.074362354908224,0.05689881830433,0.0402176643224316,0.0711833809451362,0.0564897023789982,0.0423185617988367
"SL","FE","RE",0.0642145428006582,0.0450331075959228,0.0284676728380443,0.0629325856549057,0.0434823116939017,0.0265609847889596,0.0562419782438104,0.0389654213206003,0.0248922930196505
"SL","RE-Mean","RE",0.0642145428006582,0.0450331075959228,0.0284676728380443,0.0629325856549057,0.0434823116939017,0.0265609847889596,0.0562419782438104,0.0389654213206003,0.0248922930196505
"SL","RE","RE",0.0642145428006582,0.0450331075959228,0.0284676728380443,0.0629325856549057,0.0434823116939017,0.0265609847889596,0.0562419782438104,0.0389654213206003,0.0248922930196505
"SL","SL","RE",0.0642145428006582,0.0450331075959228,0.0284676728380443,0.0629325856549057,0.0434823116939017,0.0265609847889596,0.0562419782438104,0.0389654213206003,0.0248922930196505
"FE","FE","RE-Mean",0.0767026708038467,0.0592339133348324,0.0422082417934096,0.0765347786927014,0.0593982214359173,0.0425149169171911,0.0728079603920552,0.0581905502214947,0.0441625885420055
"FE","RE-Mean","RE-Mean",0.0767026708038467,0.0592339133348324,0.0422082417934096,0.0765347786927014,0.0593982214359173,0.0425149169171911,0.0728079603920552,0.0581905502214947,0.0441625885420055
