"PS Model","Med","Mediator/Outcome Model","PNIE_0.05_20","PNIE_0.05_40","PNIE_0.05_100","PNIE_0.2_20","PNIE_0.2_40","PNIE_0.2_100","PNIE_0.5_20","PNIE_0.5_40","PNIE_0.5_100"
"FE","FE","FE",-0.000816642045091576,2.73246534110427e-06,0.000445036863298442,-0.000611079801734027,2.74134175524132e-05,-0.000247572190597234,-0.00110221994619664,-0.000664504960533829,0.00126643288688322
"FE","RE-Mean","FE",0.00334894451479029,0.00209306807399989,0.00103427640397857,0.00215016078856656,0.00135443051296447,0.000150173161981515,0.000459340331916192,0.000133065791669162,0.00155180502010821
"FE","RE","FE",0.00595470135575527,0.0019830082405774,0.000802190648383494,0.00608147975253903,0.00216873581409915,0.000200765178239637,0.00484628987067848,0.00149162821830529,0.00182994807784476
"FE","SL","FE",0.201359593942606,0.112719782998337,0.0452894426652599,0.253466065129621,0.15916002469033,0.0754908184064402,0.387662731619585,0.285575425371825,0.186778115889337
"RE-Mean","FE","FE",-0.000761375176493218,-9.21494697966319e-05,0.000473583432634372,-0.000615201332831994,8.55793252965142e-05,-0.000153610971079687,-0.000983418497940813,-0.000575685338767618,0.00123624630229924
"RE-Mean","RE-Mean","FE",0.00402274122893331,0.00246670713403141,0.00131786135356915,0.00237160312488127,0.00157563311292597,0.000333627257835367,0.000631675240967633,0.000251870608578786,0.00154007329452233
"RE-Mean","RE","FE",0.00921049215168868,0.00310631017687046,0.00114807740781098,0.00821906119037341,0.00305581599592242,0.000521198281079993,0.00588706327247923,0.00192093695292406,0.0018967430252872
"RE-Mean","SL","FE",0.372600834338962,0.248006541595273,0.135748883277081,0.395800164160992,0.275552157909889,0.159784720222062,0.481563187518607,0.364346635262001,0.24885388971522
"RE","FE","FE",-0.000793787916403943,-8.92288349826353e-05,0.000501310533104204,-0.000620895346911454,0.000102960287681642,-0.000143458253247908,-0.0010130959875625,-0.000564518688863314,0.0012422593769017
"RE","RE-Mean","FE",0.00400094572194121,0.00247711365768022,0.00134721976544694,0.00237036841523008,0.00159606321726424,0.000344419106436122,0.000603018586993409,0.000263794735698708,0.00154634870947978
"RE","RE","FE",0.00921049310479694,0.00311782073138445,0.00117730031297425,0.00823686452331907,0.00307977182573205,0.000532508806587728,0.00586861158632002,0.00193485497409318,0.00190336395517554
"RE","SL","FE",0.373309681697299,0.248360878946686,0.135910831586102,0.396475804282898,0.275957842738114,0.159970930683019,0.482072310846064,0.364654457681326,0.249044078987756
"SL","FE","FE",-0.000303794451991246,6.5649206780094e-05,0.000865425800659292,-0.000605643341048512,0.000351129721438026,0.000122828151204679,-0.00093819984384802,0.000120973671556612,0.00069622601425734
"SL","RE-Mean","FE",0.00397110546491541,0.0025475721138315,0.00198144118871957,0.00140815514518722,0.00137005226063125,0.000532166306668636,-0.000232269915885319,0.000448938937434029,0.00081873951510536
"SL","RE","FE",0.0309791945044167,0.0157312546208295,0.00711310365427931,0.0255540211510645,0.0134260816350615,0.005325872760646,0.0165336060831951,0.00881005837890925,0.00414440776773373
"SL","SL","FE",1.2138874667011,1.21563220161887,1.20779749871231,1.20656556460187,1.2079300051682,1.20056512531496,1.19713806701794,1.19842852861764,1.19168599697553
"FE","FE","RE",0.017740462298069,0.00894719929192611,0.00396949473903274,0.0171121438485773,0.00850088986619535,0.00306230962553844,0.0156151770443225,0.00719815499641996,0.00428694067348401
"FE","RE-Mean","RE",0.0219836490450083,0.011056298450262,0.00456082328519414,0.019922600150833,0.00983922582828578,0.00346138186478306,0.0172031376401891,0.00800203775275476,0.00457317983058103
"FE","RE","RE",0.0246380528428793,0.0109452781430335,0.00432791499068119,0.0239239240379745,0.0106604576868463,0.00351214105798214,0.0216639006423363,0.00937136342219147,0.00485216510924213
"FE","SL","RE",0.223716629463157,0.122686127006612,0.0489744966203676,0.275760232659063,0.169003629321201,0.0790560221366319,0.411023242348757,0.295738223990452,0.190369498269465
"RE-Mean","FE","RE",0.0189636019836639,0.00927380625293694,0.00409668042795164,0.0181207257859544,0.0089411957535428,0.00325351059416601,0.0165187156631796,0.00758765196380473,0.00434223516650678
"RE-Mean","RE-Mean","RE",0.0238423013478148,0.0118566734898988,0.00494402694265395,0.0211637083310223,0.0104445004745053,0.00374241685327115,0.018162353554795,0.00842199923497056,0.00464700968530751
"RE-Mean","RE","RE",0.0291323393968415,0.0125022565172059,0.00477362216670008,0.0271207474406883,0.0119377812132633,0.00393062492699681,0.0235100241286088,0.0101047474890303,0.00500478707351171
"RE-Mean","SL","RE",0.399736985734809,0.259708612911297,0.139864137637655,0.422029215688022,0.286867730180593,0.163741215733366,0.50765022099788,0.375536059497563,0.252738675807716
"RE","FE","RE",0.0189387699850938,0.00927844155897306,0.00412461975974288,0.0181214823217584,0.00896034675175228,0.00326393771907996,0.0164945138948087,0.00760031697569796,0.00434851196442976
"RE","RE-Mean","RE",0.02382831011033,0.0118688683569099,0.00497360372632749,0.0211690159660052,0.010466730132124,0.00375348546331433,0.018139194602645,0.00843542924163576,0.00465354973511567
"RE","RE","RE",0.0291406331496942,0.0125155673068449,0.00480306285544296,0.0271454935737028,0.0119635703921011,0.00394221401693762,0.0234972819154879,0.0101201900274714,0.00501167379925671
"RE","SL","RE",0.400470835410432,0.260068337699981,0.140026817466372,0.422726383131303,0.28727911801666,0.163928362957422,0.508176794185294,0.375848350033229,0.252929802437335
"SL","FE","RE",0.0177680059455991,0.00895016406735105,0.00439688225836932,0.0161886245182599,0.00861574458232028,0.00340703595841241,0.0137895957978151,0.00736895891044442,0.00358166140517069
"SL","RE-Mean","RE",0.0221200990817085,0.0114541059876643,0.00551683168015304,0.0182362232849236,0.00964307163551537,0.00381771606287051,0.0145059302162458,0.00769929328596497,0.00370452791292752
"SL","RE","RE",0.0496160154742238,0.0247548713080425,0.0106665920554139,0.0427873463845929,0.02179863498732,0.00862714650438456,0.0315187823831733,0.0161210050738443,0.00703977254512411
"SL","SL","RE",1.253973645552,1.23533356566187,1.21559107129826,1.24374352110866,1.22620751997951,1.20780272860712,1.22967891602465,1.21442629760569,1.1980281011897
"FE","FE","RE-Mean",0.00396771951714325,0.00267783889161843,0.0016850410508662,0.00202174150625289,0.00133707500889035,0.000278931128881332,0.000306189104018806,-1.50387787024586e-05,0.00150719160340285
"FE","RE-Mean","RE-Mean",0.00815329888825311,0.00477375778388756,0.00227500961593541,0.00479030049051832,0.00266582502674417,0.000676885553495543,0.00186997957104862,0.000783051130583967,0.00179263246748262
